134.747479167	-89.8305777778	8.1751
119.9949	-88.6052305556	8.1879
27.2653708333	-88.3663111111	8.1922
178.902820833	-87.3942027778	8.2031
256.811479167	-87.2934611111	8.2115
15.8753416667	-87.2323444444	8.2267
303.397791667	-87.8265027778	8.2343
349.683479167	-87.0538916667	8.2384
92.051025	-88.3770111111	8.245
263.509491667	-89.2302527778	8.264
236.163908333	-87.7737416667	8.2662
122.890979167	-89.0040277778	8.3005
162.893920833	-89.4325555556	8.3162
73.5679833333	-89.3487416667	8.3174
247.7126	-88.585925	8.3301
0.0	-88.4227416667	8.3532
170.056129167	-87.0575916667	8.362
226.550720833	-87.2340888889	8.3871
155.77815	-87.1450388889	8.4007
349.913029167	-87.568325	8.419
102.834520833	-88.5352888889	8.428
78.1086916667	-87.7498027778	8.4505
233.981379167	-87.6260416667	8.456
78.0604083333	-87.7579166667	8.4576
0.0	-87.6805527778	8.459
62.7954166667	-87.2068277778	8.4613
156.713279167	-88.1472138889	8.4659
104.71595	-87.3040388889	8.4798
75.4825333333	-87.3978277778	8.501
341.688291667	-88.3315333333	8.5019
75.3535625	-87.4032166667	8.5043
222.644879167	-88.3269972222	8.5175
275.18325	-87.4843416667	8.5201
142.23845	-87.2266416667	8.5286
202.2079	-87.1960333333	8.5552
147.555241667	-87.4187166667	8.5615
147.493358333	-87.4121916667	8.5694
352.575879167	-87.6007305556	8.5723
95.9429375	-87.7220194444	8.5795
173.8234	-87.2599138889	8.5804
140.784829167	-87.9694611111	8.5911
0.0	-87.4295527778	8.5974
291.961429167	-88.2257416667	8.613
267.771491667	-87.9106888889	8.6135
85.7957875	-88.0018527778	8.6279
111.931491667	-87.475	8.6576
261.820141667	-87.8842694444	8.6603
138.016829167	-87.4637277778	8.6761
142.301958333	-89.0153305556	8.6899
243.505170833	-88.0095638889	8.7251
330.830079167	-87.3689527778	8.7436
293.289529167	-89.0079583333	8.7439
0.0	-88.1314888889	8.7454
146.558891667	-88.3555111111	8.7458
342.147479167	-88.8272944444	8.7824
143.753258333	-87.8527861111	8.7885
108.044691667	-87.4216138889	8.7958
181.121708333	-87.3761527778	8.7974
258.199691667	-87.7760138889	8.8024
285.619129167	-87.5931527778	8.8136
191.5771	-87.8450833333	8.8189
153.677591667	-88.6986416667	8.8209
76.9628291667	-88.8733138889	8.8252
252.623891667	-87.5199777778	8.8355
67.8783666667	-87.1485416667	8.8579
351.629479167	-87.4321666667	8.862
110.915529167	-88.8520333333	8.8624
90.0507583333	-87.3929611111	8.8675
41.3749958333	-87.2363305556	8.8688
41.2576875	-87.2436861111	8.872
260.002770833	-87.2396194444	8.8785
335.369079167	-87.8145444444	8.9104
309.3277	-88.1143277778	8.9203
171.0496	-87.3892888889	8.931
142.301741667	-87.351825	8.9327
216.804341667	-87.3567861111	8.9341
114.625070833	-87.9046833333	8.9359
117.039608333	-88.4548305556	8.9466
73.1784625	-89.2758583333	8.9596
102.4248	-87.9689305556	8.9713
298.478170833	-89.2731111111	8.9724
356.754591667	-88.2920222222	8.9753
280.324370833	-89.0504416667	8.9812
78.0126375	-88.8653416667	8.99
255.099091667	-87.1993472222	8.9927
49.399175	-87.2290555556	9.0048
145.136220833	-89.0722861111	9.0311
88.4596125	-89.4729416667	9.0329
102.64705	-87.0182666667	9.0349
151.090679167	-88.6720305556	9.0424
255.059129167	-87.7048694444	9.0523
192.499579167	-88.1178444444	9.0572
333.240579167	-87.3006472222	9.0614
341.705341667	-88.2576277778	9.0647
29.5373958333	-87.9282083333	9.0725
27.5554333333	-87.2439638889	9.0725
88.4849666667	-89.0106666667	9.0726
27.4379833333	-87.2491805556	9.0756
227.450420833	-87.4113944444	9.0826
45.8855791667	-87.7705222222	9.0966
45.7815583333	-87.7757861111	9.1027
257.498079167	-88.5086277778	9.1027
288.335870833	-87.3798138889	9.1212
113.326508333	-87.1929694444	9.1215
34.7825916667	-87.3353166667	9.1245
38.5253958333	-87.2958777778	9.1258
34.6730416667	-87.3414305556	9.1288
38.4142041667	-87.3029638889	9.1292
317.977641667	-87.4145916667	9.1305
228.574920833	-87.5602916667	9.131
83.597	-87.0490722222	9.1344
66.3113583333	-87.1089388889	9.1374
42.0979041667	-87.6926027778	9.1405
253.871508333	-87.0403444444	9.1411
0.0	-88.6287777778	9.1414
41.9961375	-87.6982083333	9.148
236.683429167	-88.0506361111	9.1484
123.955429167	-87.1282777778	9.1499
15.2151	-88.1200222222	9.1593
44.3112375	-87.1494527778	9.1595
266.649270833	-88.8645583333	9.1604
304.541370833	-87.1745027778	9.184
178.112258333	-88.3889333333	9.1843
145.178379167	-87.5123027778	9.1864
140.704541667	-87.328775	9.1925
105.454029167	-87.3408388889	9.2015
156.4526	-89.0113055556	9.2191
247.691420833	-87.7552555556	9.2209
65.0718333333	-88.2917972222	9.2325
42.2241458333	-87.6650888889	9.2349
333.812229167	-88.2378972222	9.2368
42.1271375	-87.6711	9.2396
140.064820833	-87.1567138889	9.2439
205.225120833	-88.4827166667	9.2442
120.367858333	-88.6906555556	9.2483
181.56715	-87.4407638889	9.2484
356.816620833	-87.279425	9.253
167.49805	-88.3412444444	9.2616
196.891791667	-88.3233388889	9.2728
202.887758333	-88.3700388889	9.2735
0.0	-88.3272888889	9.2776
307.2494	-87.6658138889	9.2802
258.709558333	-87.8009777778	9.2813
244.39765	-88.0421083333	9.3087
16.8299083333	-88.4657138889	9.3099
221.668991667	-89.2062166667	9.3167
194.273570833	-88.3244638889	9.3198
61.6708166667	-87.7523472222	9.3205
61.573975	-87.7586138889	9.3268
287.017908333	-87.1959888889	9.333
47.6786541667	-88.0079972222	9.3336
52.93785	-87.3503777778	9.3375
41.5815166667	-87.9234444444	9.3404
276.138579167	-88.3303138889	9.3413
52.8782333333	-87.3596166667	9.3429
101.60445	-89.0491138889	9.3551
49.6504958333	-87.5979083333	9.357
33.9179666667	-87.1290333333	9.3611
282.161758333	-88.6419972222	9.3626
49.5457541667	-87.6039583333	9.3629
103.5587	-87.7408472222	9.3638
39.5727791667	-88.2690083333	9.3714
295.800891667	-87.7529472222	9.3741
0.0	-89.1730138889	9.3785
348.585429167	-88.7259666667	9.3798
236.996820833	-87.1876222222	9.3814
335.975370833	-87.3388916667	9.3831
286.091158333	-87.0183138889	9.3865
339.292129167	-87.5926777778	9.3884
191.722908333	-87.7852472222	9.3919
51.8239583333	-87.3298527778	9.3919
51.7683291667	-87.3391916667	9.396
269.887070833	-86.9944472222	9.4114
52.7481583333	-87.3069583333	9.4116
102.553358333	-89.3663111111	9.4119
52.670875	-87.3153583333	9.4148
100.028208333	-87.3537638889	9.4173
0.0	-88.3363805556	9.4206
334.352508333	-89.0303944444	9.4228
38.4743791667	-87.7227222222	9.4264
0.0	-89.8118611111	9.4282
33.4404875	-87.8758972222	9.4285
331.225258333	-87.9067861111	9.429
38.3759208333	-87.7283083333	9.4356
280.827441667	-87.3137805556	9.4398
288.287179167	-87.3888444444	9.4398
56.43885	-87.83815	9.4399
276.955141667	-87.9302694444	9.4414
54.3577916667	-88.6531805556	9.4416
227.643141667	-88.1645388889	9.4605
162.54555	-87.2716472222	9.4645
99.0572541667	-89.2304138889	9.4724
258.330608333	-87.7065111111	9.4779
211.160541667	-87.7762972222	9.4784
0.0	-87.1259	9.4784
202.040608333	-87.8817722222	9.4825
248.228429167	-87.1459916667	9.484
345.290329167	-87.3849361111	9.4878
103.372129167	-88.5685972222	9.4924
199.056679167	-87.7578222222	9.4954
109.204308333	-87.6471083333	9.4961
40.6111291667	-88.0826833333	9.5002
344.378208333	-87.8865444444	9.501
297.051908333	-87.243775	9.5039
294.086420833	-87.2403138889	9.508
128.209358333	-87.2107722222	9.51
31.0950125	-87.3103722222	9.5351
30.9660208333	-87.3157888889	9.5385
336.724008333	-88.2151972222	9.5554
105.423691667	-88.284575	9.5591
332.93625	-87.6268916667	9.5594
134.17815	-87.5096222222	9.5604
297.682929167	-87.8479472222	9.5648
213.581241667	-88.7489444444	9.5794
24.9710166667	-87.2069888889	9.5921
190.447691667	-88.5567833333	9.5923
199.188291667	-88.0596888889	9.5939
344.476920833	-87.0539833333	9.5988
321.404958333	-87.7623027778	9.6019
293.71595	-87.1809	9.606
169.291479167	-87.7753388889	9.6113
159.065691667	-87.9108472222	9.6129
326.36525	-87.2857333333	9.6134
165.836691667	-87.3608222222	9.6149
0.0	-88.0466111111	9.6192
295.781041667	-87.3994222222	9.6215
300.150020833	-88.3080027778	9.6244
76.3103375	-89.1872055556	9.6246
31.6884125	-88.5910222222	9.6289
272.890958333	-87.2828972222	9.6349
300.446991667	-87.5567583333	9.6368
18.0985916667	-87.8773638889	9.6381
263.246708333	-87.3613333333	9.6444
98.32015	-87.1723277778	9.6513
160.861929167	-87.4101416667	9.6574
70.6740958333	-88.0459083333	9.658
255.95465	-89.8624833333	9.658
127.211279167	-87.1674138889	9.6648
95.5444083333	-88.7427333333	9.6715
243.936708333	-87.181575	9.6725
341.183820833	-87.6428388889	9.6761
321.726479167	-87.2276833333	9.6838
338.346229167	-87.1292166667	9.6854
289.897320833	-88.2670027778	9.6884
297.938608333	-89.2444305556	9.6954
147.691591667	-87.7547055556	9.6973
335.832370833	-88.8989611111	9.6996
119.85405	-87.8733222222	9.7
137.34535	-87.9164666667	9.7014
221.081608333	-88.2246638889	9.7034
156.329041667	-88.2189083333	9.7084
232.59635	-88.7264222222	9.7112
202.052120833	-86.9691388889	9.7168
60.3187875	-88.7323805556	9.7214
277.525658333	-87.82865	9.7224
152.731470833	-87.1145138889	9.7225
72.1102541667	-87.51855	9.7254
255.498970833	-87.5307805556	9.7259
212.65735	-88.0304027778	9.735
129.008079167	-87.4973888889	9.7355
321.955920833	-88.1413777778	9.7419
166.098520833	-88.9004444444	9.7429
181.627520833	-88.7276	9.7447
310.41565	-87.4865194444	9.7449
317.414258333	-88.1822888889	9.7454
236.490108333	-88.5033138889	9.7466
223.553529167	-87.3442833333	9.7495
103.208829167	-87.1080944444	9.7528
121.23855	-89.5550166667	9.757
118.687079167	-89.2611611111	9.7609
0.0	-87.0236138889	9.7725
154.825508333	-87.2253722222	9.7735
280.394879167	-87.7151166667	9.7738
77.434075	-87.0614722222	9.7777
156.389608333	-87.8891083333	9.782
222.263379167	-89.8002444444	9.7825
244.16175	-87.8922	9.7939
142.47435	-86.9060916667	9.7949
163.543341667	-87.2586805556	9.7959
265.366079167	-87.1972972222	9.798
23.94445	-88.8309833333	9.8036
198.539741667	-87.5781027778	9.8046
326.2397	-87.2564416667	9.8112
258.516158333	-87.09575	9.814
31.3834125	-87.1641	9.8176
32.3019625	-89.141125	9.8315
163.546991667	-87.1436277778	9.8326
189.398908333	-88.1050305556	9.8345
60.4939833333	-87.9569805556	9.8357
277.714991667	-88.7229333333	9.8357
314.164870833	-88.1763944444	9.8386
147.167758333	-89.0711416667	9.8411
100.748470833	-87.2765972222	9.8444
64.5685208333	-88.2924166667	9.8454
176.277620833	-87.7753555556	9.848
307.52605	-87.6830055556	9.8525
283.51295	-88.2963361111	9.8543
353.242770833	-88.6205166667	9.8625
25.3026541667	-87.745525	9.8628
302.68145	-88.4326472222	9.8632
155.362429167	-87.5843138889	9.8708
227.101008333	-88.9692361111	9.8852
292.45875	-87.1520583333	9.8855
225.30725	-88.6527416667	9.8954
234.375720833	-87.423	9.8969
203.388391667	-87.4087861111	9.897
326.625029167	-87.4541805556	9.9066
260.037770833	-87.6398361111	9.914
322.148020833	-87.4623472222	9.9156
218.073479167	-87.9329944444	9.917
98.1620083333	-89.5739277778	9.9184
69.7916166667	-88.1568305556	9.9226
195.033741667	-88.6313	9.9239
46.2909458333	-87.9716861111	9.9243
270.606991667	-88.6160138889	9.9244
180.986220833	-88.3863944444	9.9256
109.503558333	-87.671175	9.9264
193.41785	-88.3126416667	9.9277
211.05265	-89.46	9.9294
41.3670541667	-87.47045	9.9295
255.619470833	-87.0499861111	9.93
195.940841667	-86.9199305556	9.9315
41.262975	-87.476325	9.9325
157.1852	-88.000625	9.934
74.5242	-87.8247777778	9.935
356.596658333	-88.5036166667	9.9366
165.893870833	-88.8900472222	9.9389
74.4534291667	-87.8310222222	9.9399
180.233520833	-88.1977722222	9.9409
318.221891667	-87.9457305556	9.9489
227.537070833	-87.2213416667	9.9536
358.057570833	-87.5991416667	9.9569
218.378879167	-87.4957027778	9.9611
73.925825	-87.9134972222	9.9613
260.830579167	-88.8949361111	9.9639
347.157241667	-88.2256583333	9.964
90.6974166667	-89.6753777778	9.9649
125.9823	-89.3539972222	9.9675
173.213679167	-86.9531027778	9.972
307.739641667	-88.4095027778	9.9781
139.001979167	-88.8057194444	9.9894
88.5418166667	-88.9974111111	9.9907
90.3992208333	-88.0390694444	9.992
102.45895	-87.9418416667	9.9954
33.2168333333	-88.2405361111	9.9955
354.188229167	-89.0914611111	9.9989
